customer_id,total_spent,total_orders,last_purchase,recency,avg_order_value
00b6731ea206414be73f8c73bec1951e,3100.1200000000003,1,2017-12-12 22:27:23,259,3100.1200000000003
00b694184c8c2f2a565e4def5a00b8ee,2113.61,1,2017-07-20 16:32:36,404,2113.61
00b78d0d0484fc9f3e1138e1ab752db6,3617.6000000000004,1,2017-12-04 08:36:15,268,3617.6000000000004
00b7c3578d5231b0b60a62414118652b,3240.54,1,2017-04-26 00:59:11,490,3240.54
00b7c3aa68e7f0e83117105ee4964a49,1163.3100000000002,1,2018-07-14 11:47:06,46,1163.3100000000002
00b7dcb6e32230f09195eb0e9aa1a94b,1648.83,1,2017-05-13 22:23:00,472,1648.83
00b96a156e6827442e5ec7c620a39d24,938.74,1,2018-04-21 15:10:45,129,938.74
00ba24d5e8869fd25950fd26c098ee20,2758.76,1,2018-05-15 13:34:58,106,2758.76
00ba72dac5dae2776b5bfcf799a956b2,566.7800000000001,1,2018-08-11 22:06:23,17,566.7800000000001
00ba767af52461bf567696d2a6d2909f,1054.17,1,2017-10-25 14:58:58,308,1054.17
00ba7e4052ff6531f4e8aa0b0054318b,1975.74,1,2017-05-07 12:10:01,479,1975.74
00bad631eaa8723983a6c7e2f910dfca,1795.1999999999998,1,2018-08-14 19:30:11,14,1795.1999999999998
00bae1a0d3566c3af0c3c67fd2204935,979.2,1,2018-02-22 16:11:14,187,979.2
00bb27539e10159490e73842a90b173e,536.86,1,2017-07-27 14:33:06,398,536.86
00bb2dd15521a8a428bb530b4cabb403,5586.200000000001,1,2017-08-02 12:48:03,392,5586.200000000001
00bd25230af840df218e6902df6ac894,612.17,1,2018-01-29 10:15:59,212,612.17
00bd2f03a3aeb727b9c7bf7c2a1c094b,1225.36,1,2018-07-11 17:59:45,48,1225.36
00be672c9d26099d6fd918cf76a4ef67,1021.7,1,2017-08-14 08:35:37,380,1021.7
00bf0246fe43d0dac8842035f21f8a76,2755.02,1,2018-01-22 11:56:36,219,2755.02
00bf225ae2b2d6a141e31acf971c4a03,720.46,1,2018-03-14 22:12:44,167,720.46
00bf77539bad79ed21c55cdea4375985,714.0,1,2018-02-23 08:55:31,187,714.0
00c042af846ab3125854b4abc3bf25a6,4384.64,1,2017-09-18 22:08:50,344,4384.64
00c120d7afbe4803d4771a8f3696ec85,2813.5,1,2017-12-03 23:08:06,268,2813.5
00c1cef22f54b3d3935e1c145b0c6ec6,3108.28,1,2018-02-03 13:54:47,207,3108.28
00c23397b535962f65c89900d6a9ab22,1145.63,1,2018-01-01 23:50:59,239,1145.63
00c32f58ea39ae8132d9b1a32b81b167,494.70000000000005,1,2017-05-10 16:06:48,475,494.70000000000005
00c36dc4ec485e2500e9a669d6ea63d6,3708.72,1,2017-09-21 09:33:23,342,3708.72
00c38945ab09a0f226419274da4675e4,1341.3000000000002,1,2018-01-06 18:25:36,234,1341.3000000000002
00c3e2f6fe2448015cbd44f4b7814273,2400.91,1,2017-07-19 19:40:58,405,2400.91
00c5a25662a028f00093f247b945f959,1344.6999999999998,1,2017-08-16 12:50:48,378,1344.6999999999998
00c5b008c1465e327578fdacf185ccfa,1439.22,1,2018-06-11 14:34:47,79,1439.22
00c6436d2afd5923cba3f19f9542b140,3789.64,1,2018-03-23 13:57:08,159,3789.64
00c7c6f2aaf86b1a5a386b103b67b218,1875.1,1,2017-03-03 09:05:17,544,1875.1
00c7e84c0c77753093b456d787638eed,2037.28,1,2018-01-22 15:06:20,218,2037.28
00c82b169fb6a103c5274dc731295a98,785.23,1,2018-04-20 13:04:09,131,785.23
00c86cc609174f994caee1818b788e05,1740.46,1,2018-03-10 18:04:04,171,1740.46
00c9ed767059efd304546d437c9d171d,2602.53,1,2018-01-24 19:09:21,216,2602.53
00ca4dec2a491c4c1a9081a3c5a1e8b1,1108.74,1,2018-05-06 15:20:22,114,1108.74
00ca6e4277e535d41bda84d371310be2,4233.85,1,2018-06-20 16:15:41,69,4233.85
00cca8735b2e7b89dc267f378e5c9e8d,310.25,1,2017-04-17 21:24:52,498,310.25
00ccce5462294b682e2a5b34bc37c3d5,2269.33,1,2018-01-09 07:29:28,232,2269.33
00cd48b2051a1518d6d33ffd01dbfcb6,996.54,1,2017-02-03 14:03:12,572,996.54
00cd55d78c1db8aa5f78e95d363373e4,2307.24,1,2018-03-16 23:30:40,165,2307.24
