total_spent,total_orders,avg_order_value,recency,CLV,churn_risk,norm_spent,norm_orders,norm_recency,future_spending
1705.78,1,1705.78,226,7.514449339207049,0.19510791366906474,0.2883581917981435,1.0,0.6748201438848921,5969.389174565877
1108.4,1,1108.4,91,12.047826086956523,0.07856115107913669,0.18737247463861825,1.0,0.8690647482014389,3545.862536628022
1122.17,1,1122.17,453,2.471740088105727,0.3910791366906475,0.18970026151679742,1.0,0.34820143884892085,2774.2490644618356
808.01,1,808.01,334,2.4119701492537313,0.2883453237410072,0.13659223496278414,1.0,0.5194244604316547,2324.165178529751
2756.55,1,2756.55,233,11.780128205128207,0.20115107913669064,0.4659884472799379,1.0,0.6647482014388489,9016.648783018643
1574.1999999999998,1,1574.1999999999998,113,13.808771929824559,0.09755395683453237,0.2661148949622093,1.0,0.837410071942446,6444.787851497639
1042.61,1,1042.61,184,5.6357297297297295,0.15884892086330935,0.17625082622065116,1.0,0.7352517985611511,3183.703792473611
3770.43,1,3770.43,232,16.182103004291843,0.20028776978417268,0.6373825329769807,1.0,0.6661870503597123,12636.022625958021
692.75,1,692.75,471,1.4676906779661016,0.40661870503597125,0.11710779664913641,1.0,0.32230215827338127,1899.7728713441913
2247.23,1,2247.23,78,28.44594936708861,0.06733812949640287,0.37988907089691637,1.0,0.8877697841726618,6945.248145498142
3174.58,1,3174.58,394,8.036911392405063,0.3401438848920863,0.5366554588039198,1.0,0.4330935251798561,9490.357751948743
850.17,1,850.17,178,4.749553072625698,0.1536690647482014,0.14371928614535734,1.0,0.743884892086331,2574.4128541157897
966.79,1,966.79,58,16.386271186440677,0.05007194244604317,0.16343362933586225,1.0,0.9165467625899281,3061.064377327818
871.59,1,871.59,337,2.5786686390532543,0.29093525179856117,0.14734028795585824,1.0,0.5151079136690647,3115.3274936651605
1918.11,1,1918.11,176,10.836779661016948,0.15194244604316545,0.32425209069747385,1.0,0.7467625899280576,7949.039273874208
913.24,1,913.24,223,4.076964285714285,0.1925179856115108,0.15438112480961,1.0,0.679136690647482,3445.2402956250407
1408.79,1,1408.79,144,9.715793103448275,0.12431654676258992,0.23815271431445237,1.0,0.7928057553956834,4656.5860978586425
372.98,1,372.98,139,2.664142857142857,0.12,0.06305141247808718,1.0,0.8,1126.6412329182256
728.62,1,728.62,23,30.359166666666667,0.019856115107913668,0.12317153777624507,1.0,0.9669064748201439,3077.4783093543047
2141.49,1,2141.49,112,18.951238938053095,0.09669064748201438,0.362013966721269,1.0,0.8388489208633094,7687.21547667331
791.01,1,791.01,215,3.662083333333333,0.18561151079136692,0.13371842400206913,1.0,0.6906474820143884,2270.273750066035
592.62,1,592.62,567,1.0433450704225353,0.4894964028776978,0.10018105009052504,1.0,0.18417266187050363,1400.8210675187636
1187.28,1,1187.28,218,5.421369863013698,0.18820143884892085,0.20070695749633585,1.0,0.6863309352517986,3258.5158877995063
4386.17,1,4386.17,230,18.987748917748917,0.1985611510791367,0.7414719659740782,1.0,0.6690647482014389,17038.8462582603
680.0,1,680.0,378,1.7941952506596306,0.32633093525179857,0.11495243842860016,1.0,0.45611510791366905,1789.239749223445
4149.360000000001,1,4149.360000000001,15,259.33500000000004,0.012949640287769784,0.7014397792913183,1.0,0.9784172661870504,17485.66879480251
2072.3,1,2072.3,9,207.23000000000002,0.00776978417266187,0.350317556111159,1.0,0.9870503597122302,7615.265369525755
3640.38,1,3640.38,324,11.201169230769231,0.27971223021582736,0.615397879127511,1.0,0.5338129496402877,11256.966408804612
1273.98,1,1273.98,138,9.165323741007194,0.119136690647482,0.2153633933959824,1.0,0.8014388489208633,4675.754092685519
538.9,1,538.9,37,14.18157894736842,0.031942446043165464,0.09109980745466562,1.0,0.9467625899280575,1833.722755004204
740.3499999999999,1,740.3499999999999,277,2.6631294964028775,0.239136690647482,0.1251544673391384,1.0,0.6014388489208633,2816.651617624393
1577.77,1,1577.77,115,13.60146551724138,0.09928057553956834,0.2667183952639595,1.0,0.8345323741007195,6426.031282026986
683.74,1,683.74,99,6.837400000000001,0.08546762589928057,0.11558467683995746,1.0,0.8575539568345324,2986.728323614253
3155.2,1,3155.2,83,37.561904761904756,0.0716546762589928,0.5333793143087047,1.0,0.8805755395683453,13741.37939301594
775.37,1,775.37,209,3.6922380952380958,0.180431654676259,0.13107451791821131,1.0,0.6992805755395683,2738.3345121842385
2001.58,1,2001.58,38,51.3225641025641,0.03280575539568345,0.33836250251458455,1.0,0.9453237410071943,9101.570673229808
2270.69,1,2270.69,18,119.50999999999999,0.01553956834532374,0.38385493002270304,1.0,0.9741007194244604,7489.452342068977
3383.34,1,3383.34,70,47.65267605633803,0.06043165467625899,0.5719458574015001,1.0,0.8992805755395683,11288.954000820826
1833.28,1,1833.28,314,5.819936507936508,0.2710791366906475,0.309911774003506,1.0,0.5482014388489209,4643.953185397604
2609.67,1,2609.67,439,5.931068181818182,0.3789928057553957,0.44115872057936023,1.0,0.36834532374100715,6642.872988630909
1150.5600000000002,1,1150.5600000000002,275,4.168695652173914,0.237410071942446,0.19449952582119148,1.0,0.60431654676259,3527.33576380319
1379.38,1,1379.38,24,55.175200000000004,0.020719424460431655,0.23318102135241542,1.0,0.9654676258992806,4926.332065489895
2711.16,1,2711.16,155,17.379230769230766,0.13381294964028775,0.4583153720148288,1.0,0.7769784172661871,10902.345417969203
996.03,1,996.03,278,3.57,0.24,0.16837658418829207,1.0,0.6,3004.6681804628683
456.4500000000001,1,456.4500000000001,292,1.5578498293515362,0.2520863309352518,0.07716182429519787,1.0,0.5798561151079137,1315.8717093842788
1008.78,1,1008.78,232,4.329527896995708,0.20028776978417268,0.17053194240882832,1.0,0.6661870503597123,3419.043758989101
2274.77,1,2274.77,51,43.745576923076925,0.04402877697841726,0.38454464465327465,1.0,0.9266187050359712,7506.276324362799
1377.0,1,1377.0,545,2.521978021978022,0.47050359712230216,0.2327786878179153,1.0,0.2158273381294964,3753.1376459408048
936.7,1,936.7,302,3.0914191419141916,0.26071942446043167,0.15834698393539673,1.0,0.5654676258992806,2433.652912429476
4142.73,1,4142.73,254,16.246,0.21928057553956834,0.7003189930166392,1.0,0.6345323741007194,16180.387811255752
1351.16,1,1351.16,456,2.956586433260394,0.39366906474820146,0.2284104951576285,1.0,0.3438848920863309,4027.0814278894986
1432.08,1,1432.08,145,9.80876712328767,0.1251798561151079,0.24208983533063191,1.0,0.7913669064748201,4512.434253523182
906.61,1,906.61,316,2.859968454258675,0.27280575539568347,0.15326033853493115,1.0,0.5453237410071943,2247.7987461228563
1329.4,1,1329.4,142,9.296503496503497,0.12258992805755395,0.22473201712791332,1.0,0.7956834532374101,5376.814135123851
1051.45,1,1051.45,219,4.779318181818182,0.18906474820143884,0.177745207920223,1.0,0.6848920863309352,3836.330999199798
1089.6999999999998,1,1089.6999999999998,182,5.9546448087431685,0.15712230215827339,0.18421128258183173,1.0,0.7381294964028777,4135.0783609844375
588.0300000000001,1,588.0300000000001,230,2.545584415584416,0.1985611510791367,0.099405121131132,1.0,0.6690647482014389,2175.913114561859
1347.76,1,1347.76,314,4.278603174603175,0.2710791366906475,0.2278357329654855,1.0,0.5482014388489209,3462.167845441778
432.82,1,432.82,137,3.136376811594203,0.11827338129496404,0.073167227059804,1.0,0.8028776978417266,1472.2892595056699
742.56,1,742.56,273,2.7100729927007294,0.23568345323741008,0.12552806276403136,1.0,0.6071942446043166,2020.127098837842
2180.25,1,2180.25,132,16.392857142857142,0.1139568345323741,0.36856625571169926,1.0,0.8100719424460432,9039.18250968138
471.75,1,471.75,209,2.2464285714285714,0.180431654676259,0.07974825415984135,1.0,0.6992805755395683,1682.3433584596182
520.2,1,520.2,443,1.1716216216216218,0.3824460431654676,0.08793861539787913,1.0,0.36258992805755397,1321.7483688568009
1310.6999999999998,1,1310.6999999999998,512,2.5549707602339176,0.44201438848920865,0.22157082507112677,1.0,0.2633093525179856,2733.5042374607933
302.09,1,302.09,226,1.3307929515418502,0.19510791366906474,0.05106762077190562,1.0,0.6748201438848921,935.3865808300272
1443.47,1,1443.47,196,7.327258883248731,0.16920863309352516,0.244015288674311,1.0,0.7179856115107914,4612.9045750746045
3731.33,1,3731.33,62,59.22746031746031,0.05352517985611511,0.6307727677673362,1.0,0.9107913669064748,15569.22194836642
712.81,1,712.81,579,1.2289827586206896,0.49985611510791367,0.1204988935827801,1.0,0.16690647482014387,1755.0995380467236
1382.4399999999998,1,1382.4399999999998,171,8.037441860465115,0.14762589928057554,0.23369830732534408,1.0,0.7539568345323742,5600.592379752238
4652.22,1,4652.22,258,17.962239382239385,0.22273381294964026,0.7864471075092679,1.0,0.6287769784172662,14986.426127266759
568.99,1,568.99,505,1.124486166007905,0.43597122302158275,0.09618645285513118,1.0,0.27338129496402874,1228.5867258093174
1962.65,1,1962.65,286,6.838501742160279,0.24690647482014388,0.3317814754145472,1.0,0.5884892086330935,6767.154497075228
1666.68,1,1666.68,0,1666.68,0.0,0.28174842658849897,1.0,1.0,7362.152359726097
5164.43,1,5164.43,64,79.45276923076923,0.05525179856115108,0.873035031755611,1.0,0.9079136690647482,20189.59861112003
1494.98,1,1494.98,113,13.113859649122807,0.09755395683453237,0.25272293588527744,1.0,0.837410071942446,6089.236532094591
2591.99,1,2591.99,60,42.491639344262296,0.051798561151079135,0.4381699571802166,1.0,0.9136690647482014,9895.802036951152
1850.28,1,1850.28,693,2.666109510086455,0.598273381294964,0.312785584964221,1.0,0.0028776978417266452,3744.955606774785
1205.47,1,1205.47,213,5.6330373831775695,0.18388489208633094,0.20378193522430094,1.0,0.6935251798561151,3964.6479477854405
1816.79,1,1816.79,228,7.933580786026201,0.19683453237410073,0.30712417737161246,1.0,0.6719424460431654,4921.87917370054
2784.26,1,2784.26,132,20.934285714285714,0.1139568345323741,0.47067275914590334,1.0,0.8100719424460432,8498.530731426345
5223.08,1,5223.08,411,12.677378640776698,0.3548201438848921,0.8829496795700778,1.0,0.40863309352517985,11956.835097556212
854.93,1,854.93,85,9.941046511627906,0.07338129496402877,0.14452395321435754,1.0,0.8776978417266187,3385.78416176895
555.73,1,555.73,119,4.631083333333334,0.10273381294964028,0.09394488030577348,1.0,0.8287769784172662,1881.6755220041075
1682.49,1,1682.49,109,15.295363636363636,0.09410071942446042,0.28442107078196394,1.0,0.8431654676258993,6223.477842750659
1222.64,1,1222.64,190,6.401256544502619,0.16402877697841728,0.2066844842946231,1.0,0.7266187050359711,4910.37523846584
748.0,1,748.0,387,1.9278350515463918,0.33410071942446046,0.12644768227146017,1.0,0.44316546762589926,1942.4667616294316
2794.46,1,2794.46,414,6.733638554216868,0.35741007194244606,0.4723970457223323,1.0,0.4043165467625899,7567.264938350041
2088.28,1,2088.28,37,54.95473684210526,0.031942446043165464,0.3530189384142311,1.0,0.9467625899280575,8961.901852834884
4045.83,1,4045.83,575,7.024010416666666,0.4964028776978417,0.6839382705405638,1.0,0.17266187050359716,8459.431208910666
2761.65,1,2761.65,418,6.591050119331743,0.360863309352518,0.46685059056815237,1.0,0.3985611510791367,6417.596091021909
880.26,1,880.26,385,2.2804663212435234,0.33237410071942447,0.1488059315458229,1.0,0.4460431654676259,2331.6886296536204
1264.97,1,1264.97,140,8.971418439716311,0.12086330935251798,0.21384027358680344,1.0,0.7985611510791367,3933.6404197664724
879.07,1,879.07,516,1.7003288201160542,0.4454676258992805,0.14860476477857285,1.0,0.2575539568345324,2590.9729398836757
1020.0,1,1020.0,368,2.7642276422764227,0.3176978417266187,0.17242865764290022,1.0,0.47050359712230216,3369.550513350367
1007.93,1,1007.93,415,2.4229086538461537,0.358273381294964,0.17038825186079257,1.0,0.40287769784172667,2978.9116340628057
1079.33,1,1079.33,348,3.0926361031518623,0.30043165467625893,0.1824582578957956,1.0,0.4992805755395684,3717.3205275133423
646.17,1,646.17,206,3.1215942028985504,0.17784172661870504,0.10923355461677729,1.0,0.7035971223021582,2469.0557266659016
2102.73,1,2102.73,195,10.728214285714285,0.16834532374100716,0.3554616777308388,1.0,0.7194244604316546,6324.409691632937
1596.13,1,1596.13,12,122.77923076923078,0.010359712230215827,0.2698221111015317,1.0,0.9827338129496402,7323.267300938149
4888.18,1,4888.18,153,31.741428571428575,0.1320863309352518,0.8263356036439923,1.0,0.7798561151079136,17674.344224032142
4590.0,1,4590.0,565,8.109540636042404,0.48776978417266187,0.7759289593930511,1.0,0.18705035971223016,12237.207490725197
678.13,1,678.13,474,1.4276421052631578,0.4092086330935251,0.1146363192229215,1.0,0.3179856115107914,2070.741382661158
4818.14,1,4818.14,169,28.342000000000002,0.14589928057553955,0.8144955024858465,1.0,0.7568345323741007,15696.916357987964
927.35,1,927.35,561,1.6500889679715303,0.4843165467625899,0.15676638790700345,1.0,0.19280575539568345,1867.2244773326097
2208.13,1,2208.13,236,9.317004219409283,0.20374100719424462,0.37327930568727186,1.0,0.660431654676259,6534.888429254853
2198.44,1,2198.44,210,10.419146919431281,0.18129496402877698,0.3716412334396643,1.0,0.697841726618705,7247.544171805996
3298.68,1,3298.68,65,49.98,0.05611510791366906,0.5576342788171393,1.0,0.9064748201438849,14177.658539476839
2409.58,1,2409.58,88,27.073932584269663,0.07597122302158273,0.4073339655717446,1.0,0.8733812949640287,10330.812404997147
2538.27,1,2538.27,69,36.260999999999996,0.059568345323741,0.4290887145443572,1.0,0.9007194244604316,7746.095210065104
5413.48,1,5413.48,158,34.047044025157234,0.13640287769784173,0.9151363623300858,1.0,0.7726618705035971,19275.046375724847
4327.860000000001,1,4327.860000000001,19,216.39300000000003,0.016402877697841725,0.7316147943788258,1.0,0.9726618705035971,16510.732273477905
1652.91,1,1652.91,84,19.446,0.0725179856115108,0.27942063971031983,1.0,0.879136690647482,5521.571398713967
4021.52,1,4021.52,136,29.354160583941606,0.11741007194244604,0.6798287208667413,1.0,0.8043165467625899,12305.555728273783
1303.0500000000002,1,1303.0500000000002,188,6.894444444444445,0.1623021582733813,0.22027761013880506,1.0,0.7294964028776978,4214.477580218926
1475.6,1,1475.6,137,10.692753623188405,0.11827338129496404,0.24944679139006232,1.0,0.8028776978417266,6263.280139906672
2108.34,1,2108.34,90,23.168571428571433,0.0776978417266187,0.3564100353478748,1.0,0.8705035971223022,7329.533433790655
2745.16,1,2745.16,151,18.060263157894735,0.13035971223021584,0.46406299393625877,1.0,0.7827338129496403,9861.346489883439
579.5300000000001,1,579.5300000000001,280,2.062384341637011,0.24172661870503595,0.0979682156507745,1.0,0.5971223021582734,2001.4888526571056
1552.9499999999998,1,1552.9499999999998,114,13.50391304347826,0.09841726618705036,0.2625226312613156,1.0,0.8359712230215828,5391.290707493575
697.17,1,697.17,30,22.489354838709676,0.025899280575539568,0.1178549874989223,1.0,0.9568345323741008,3243.394242152953
579.5300000000001,1,579.5300000000001,467,1.2383119658119661,0.4031654676258993,0.0979682156507745,1.0,0.32805755395683456,1824.036138835443
3176.45,1,3176.45,249,12.7058,0.21496402877697843,0.5369715780095984,1.0,0.6417266187050359,9394.188074530623
608.09,1,608.09,278,2.1795340501792118,0.24,0.1027962180647757,1.0,0.6,1943.746360253569
1286.5600000000002,1,1286.5600000000002,40,31.379512195121958,0.034532374100719423,0.21749001350691152,1.0,0.9424460431654677,4600.050990129629
1307.98,1,1307.98,456,2.862100656455142,0.39366906474820146,0.2211110153174124,1.0,0.3438848920863309,3212.9875978436544
2180.59,1,2180.59,80,26.920864197530864,0.06906474820143885,0.3686237319309136,1.0,0.8848920863309353,6697.572436462372
2250.63,1,2250.63,288,7.78764705882353,0.24863309352517984,0.3804638330890594,1.0,0.5856115107913669,7450.044871640476
4829.53,1,4829.53,71,67.07680555555555,0.061294964028776974,0.8164209558295253,1.0,0.8978417266187051,18351.011171233225
1195.9499999999998,1,1195.9499999999998,444,2.6875280898876404,0.3833093525179856,0.2021726010863005,1.0,0.36115107913669064,2671.630328494185
1447.38,1,1447.38,463,3.1193534482758625,0.39971223021582736,0.24467626519527544,1.0,0.33381294964028774,3519.2039195281627
1219.24,1,1219.24,291,4.175479452054795,0.2512230215827338,0.20610972210248008,1.0,0.581294964028777,4485.658284417584
1105.51,1,1105.51,168,6.5414792899408285,0.1450359712230216,0.1868839267752967,1.0,0.758273381294964,3482.5882662998806
1832.26,1,1832.26,367,4.978967391304348,0.3168345323741007,0.3097393453458631,1.0,0.4719424460431655,4627.793030376558
2185.01,1,2185.01,72,29.93164383561644,0.06215827338129496,0.3693709227806995,1.0,0.8964028776978418,8252.355169631674
371.62,1,371.62,52,7.011698113207547,0.04489208633093525,0.06282150760122998,1.0,0.9251798561151079,1708.8318737384814
1530.85,1,1530.85,239,6.378541666666666,0.20633093525179855,0.25878667701238606,1.0,0.6561151079136691,4547.36127719687
1115.1999999999998,1,1115.1999999999998,329,3.379393939393939,0.2840287769784172,0.18852199902290423,1.0,0.5266187050359712,3639.416934420172
1748.79,1,1748.79,241,7.226404958677686,0.2080575539568345,0.2956289335287524,1.0,0.6532374100719425,6387.438491380976
472.09,1,472.09,405,1.162783251231527,0.3496402877697842,0.07980573037905565,1.0,0.41726618705035967,1197.7217997366579
3330.64,1,3330.64,350,9.48900284900285,0.3021582733812949,0.5630370434232835,1.0,0.49640287769784175,10877.899003527169
2192.49,1,2192.49,79,27.406125,0.06820143884892087,0.370635399603414,1.0,0.8863309352517985,7834.069458531842
1610.58,1,1610.58,70,22.684225352112676,0.06043165467625899,0.27226485041813947,1.0,0.8992805755395683,6441.659446931081
749.5300000000001,1,749.5300000000001,235,3.175974576271187,0.20287769784172663,0.12670632525792452,1.0,0.6618705035971223,2624.305611905771
1284.01,1,1284.01,499,2.56802,0.4307913669064748,0.21705894186280425,1.0,0.2820143884892087,3339.3501081094196
2182.8,1,2182.8,8,242.53333333333333,0.006906474820143885,0.36899732735580654,1.0,0.9884892086330935,7258.279128544831
976.14,1,976.14,534,1.8245607476635515,0.4610071942446043,0.16501422536425553,1.0,0.23165467625899283,2727.033397877495
2316.76,1,2316.76,293,7.88013605442177,0.2529496402877698,0.39164295772624075,1.0,0.5784172661870504,6789.328799293628
1422.9,1,1422.9,112,12.59203539823009,0.09669064748201438,0.24053797741184585,1.0,0.8388489208633094,4576.817274056385
1694.9,1,1694.9,316,5.346687697160883,0.27280575539568347,0.2865189527832859,1.0,0.5453237410071943,4276.108330003264
733.21,1,733.21,165,4.416927710843374,0.1424460431654676,0.12394746673563813,1.0,0.762589928057554,2678.6694137806476
1310.02,1,1310.02,584,2.2393504273504274,0.5041726618705036,0.2214558726326982,1.0,0.15971223021582737,3254.303619490423
4781.42,1,4781.42,235,20.260254237288137,0.20287769784172663,0.808288070810702,1.0,0.6618705035971223,12819.208230706217
655.52,1,655.52,230,2.8377489177489177,0.1985611510791367,0.11081415064517054,1.0,0.6690647482014389,2198.7955110544576
5070.759999999999,1,5070.759999999999,161,31.30098765432098,0.1389928057553957,0.8572003333620712,1.0,0.7683453237410072,15971.731345318529
1105.0,1,1105.0,178,6.173184357541899,0.1536690647482014,0.18679771244647525,1.0,0.743884892086331,4077.7831496791478
3056.26,1,3056.26,191,15.918020833333333,0.16489208633093524,0.5166537345173434,1.0,0.7251798561151079,9171.648393243908
1680.11,1,1680.11,516,3.2497292069632495,0.4454676258992805,0.2840187372474638,1.0,0.2575539568345324,4548.3929857436015
1235.22,1,1235.22,306,4.023517915309447,0.2641726618705036,0.20881110440555217,1.0,0.5597122302158273,3678.604047368941
937.21,1,937.21,158,5.894402515723271,0.13640287769784173,0.15843319826421817,1.0,0.7726618705035971,3903.1642038567506
1705.78,1,1705.78,394,4.318430379746835,0.3401438848920863,0.2883581917981435,1.0,0.4330935251798561,4180.2082465622225
1293.36,1,1293.36,324,3.9795692307692305,0.27971223021582736,0.21863953789119747,1.0,0.5338129496402877,3715.314094730118
887.06,1,887.06,33,26.089999999999996,0.028489208633093524,0.1499554559301089,1.0,0.9525179856115108,2928.4299327965764
1122.17,1,1122.17,411,2.72371359223301,0.3548201438848921,0.18970026151679742,1.0,0.40863309352517985,3698.5109242400667
483.14,1,483.14,513,0.9399610894941635,0.44287769784172665,0.0816737075035204,1.0,0.2618705035971223,1403.3592331094228
2181.27,1,2181.27,472,4.611564482029599,0.40748201438848924,0.36873868436934215,1.0,0.32086330935251794,5204.391996402608
1985.43,1,1985.43,31,62.0446875,0.026762589928057554,0.3356323821019053,1.0,0.9553956834532374,8261.487513346156
464.61,1,464.61,315,1.4702848101265824,0.2719424460431655,0.07854125355634106,1.0,0.5467625899280575,1619.6579302654945
2564.79,1,2564.79,205,12.450436893203882,0.17697841726618704,0.4335718596430726,1.0,0.7050359712230216,8939.235551257427
2682.09,1,2682.09,152,17.53,0.1312230215827338,0.4534011552720062,1.0,0.781294964028777,9668.513546350667
869.38,1,869.38,372,2.3307774798927614,0.32115107913669066,0.14696669253096528,1.0,0.4647482014388489,2283.8606416885978
1401.3100000000002,1,1401.3100000000002,126,11.033937007874018,0.10877697841726619,0.2368882374917378,1.0,0.818705035971223,4267.534389866318
1833.79,1,1833.79,348,5.254412607449856,0.30043165467625893,0.30999798833232745,1.0,0.4992805755395684,6372.404566029208
3226.77,1,3226.77,535,6.0200932835820895,0.4618705035971223,0.5454780584533149,1.0,0.2302158273381295,9210.854202057606
1626.0500000000002,1,1626.0500000000002,26,60.224074074074075,0.022446043165467625,0.2748800183923901,1.0,0.962589928057554,6722.3487861333015
3377.39,1,3377.39,250,13.455737051792829,0.2158273381294964,0.5709400235652498,1.0,0.6402877697841727,10366.377026335042
1757.12,1,1757.12,262,6.68106463878327,0.2261870503597122,0.2970371008995028,1.0,0.623021582733813,5359.662789173587
1106.53,1,1106.53,462,2.3899136069114473,0.39884892086330936,0.1870563554329396,1.0,0.33525179856115106,3222.071265901335
2344.81,1,2344.81,63,36.63765625,0.054388489208633095,0.39638474581142047,1.0,0.9093525179856115,10376.449744074229
3222.52,1,3222.52,151,21.20078947368421,0.13035971223021584,0.5447596057131361,1.0,0.7827338129496403,13268.807538095403
1106.53,1,1106.53,311,3.5465705128205127,0.2684892086330935,0.1870563554329396,1.0,0.5525179856115108,3820.4557434137623
5086.4,1,5086.4,349,14.532571428571428,0.3012949640287769,0.8598442394459291,1.0,0.49784172661870507,16102.91267380044
2011.95,1,2011.95,6,287.4214285714286,0.005179856115107914,0.3401155272006207,1.0,0.9913669064748202,6680.136514715806
2365.55,1,2365.55,38,60.65512820512821,0.03280575539568345,0.3998907951834928,1.0,0.9453237410071943,7957.838236379911
4374.1,1,4374.1,228,19.100873362445416,0.19683453237410073,0.7394315601919705,1.0,0.6719424460431654,16958.26595447963
2527.56,1,2527.56,85,29.390232558139534,0.07338129496402877,0.4272782136391068,1.0,0.8776978417266187,9896.077252849858
2029.63,1,2029.63,523,3.8733396946564884,0.45151079136690647,0.3431042905997643,1.0,0.24748201438848916,4069.7120834458665
2859.4,1,2859.4,390,7.31304347826087,0.3366906474820143,0.48337500359226365,1.0,0.4388489208633094,6916.7743650890725
735.93,1,735.93,36,19.89,0.03107913669064748,0.12440727648935251,1.0,0.9482014388489208,3055.0149758806815
2175.66,1,2175.66,499,4.351319999999999,0.4307913669064748,0.36779032675230616,1.0,0.2820143884892087,4474.058205916754
2818.6000000000004,1,2818.6000000000004,218,12.870319634703197,0.18820143884892085,0.4764778572865477,1.0,0.6863309352517986,8216.41621687036
2590.8,1,2590.8,120,21.411570247933888,0.10359712230215827,0.4379687904129666,1.0,0.8273381294964028,9653.11029282706
2304.86,1,2304.86,196,11.69979695431472,0.16920863309352516,0.38963129005374025,1.0,0.7179856115107914,8527.313069390104
2525.18,1,2525.18,93,26.863617021276593,0.08028776978417267,0.42687588010460664,1.0,0.8661870503597122,9997.805300319076
861.9000000000001,1,861.9000000000001,483,1.7807851239669423,0.416978417266187,0.1457022157082507,1.0,0.3050359712230216,2001.505185687965
4908.92,1,4908.92,136,35.83153284671533,0.11741007194244604,0.8298416530160645,1.0,0.8043165467625899,19217.949942290317
1318.6899999999998,1,1318.6899999999998,351,3.746278409090909,0.3030215827338129,0.22292151622266282,1.0,0.4949640287769784,3528.399748097393
827.56,1,827.56,197,4.17959595959596,0.17007194244604315,0.13989711756760637,1.0,0.716546762589928,2642.6687477766436
803.93,1,803.93,78,10.17632911392405,0.06733812949640287,0.13590252033221253,1.0,0.8877697841726618,3334.5366652492557
1917.94,1,1917.94,307,6.227077922077923,0.2650359712230216,0.3242233525878667,1.0,0.5582733812949641,6335.1129634045465
615.74,1,615.74,165,3.709277108433735,0.1424460431654676,0.10408943299709744,1.0,0.762589928057554,2473.803174564218
3906.43,1,3906.43,158,24.56874213836478,0.13640287769784173,0.6603730206627006,1.0,0.7726618705035971,14722.70664337312
1713.09,1,1713.09,423,4.040306603773584,0.3651798561151079,0.28959393051125093,1.0,0.3913669064748202,4897.326319854343
2799.9,1,2799.9,148,18.791275167785233,0.12776978417266185,0.4733166652297611,1.0,0.7870503597122303,8380.665713027696
1265.3100000000002,1,1265.3100000000002,212,5.940422535211269,0.18302158273381294,0.21389774980601775,1.0,0.6949640287769785,4062.346705844073
3266.38,1,3266.38,554,5.88536936936937,0.478273381294964,0.5521740379917809,1.0,0.2028776978417266,7120.084937380747
422.28,1,422.28,161,2.6066666666666665,0.1389928057553957,0.07138546426416069,1.0,0.7683453237410072,1340.5358300764556
991.95,1,991.95,86,11.401724137931035,0.07424460431654677,0.16768686955772047,1.0,0.8762589928057554,4426.587023887012
